
[*] sel
Retângulo de seleção: x = 5.000000, y = 5.000000, h = 171.533333, w = 581.633333, stroke = red
Criado retângulo: id = 8189, x = 2530.000000, y = 659.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8190, x = 2483.100000, y = 666.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8191, x = 2530.000000, y = 666.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8192, x = 2483.100000, y = 673.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8193, x = 2530.000000, y = 673.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8194, x = 2489.800000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8195, x = 2496.500000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8196, x = 2503.200000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8197, x = 2509.900000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8198, x = 2516.600000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8199, x = 2523.300000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8200, x = 2595.900000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8201, x = 2602.600000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8202, x = 2609.300000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8203, x = 2616.000000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8204, x = 2622.700000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8205, x = 2629.400000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8206, x = 2636.100000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8207, x = 2642.800000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8208, x = 2595.900000, y = 638.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8209, x = 2642.800000, y = 638.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8210, x = 2595.900000, y = 645.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8211, x = 2595.900000, y = 652.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8212, x = 2602.600000, y = 652.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8213, x = 2609.300000, y = 652.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8214, x = 2616.000000, y = 652.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8215, x = 2595.900000, y = 659.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8216, x = 2602.600000, y = 659.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8217, x = 2609.300000, y = 659.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8218, x = 2616.000000, y = 659.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8219, x = 2595.900000, y = 666.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8220, x = 2595.900000, y = 673.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8221, x = 2642.800000, y = 673.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8222, x = 2595.900000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8223, x = 2602.600000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8224, x = 2609.300000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8225, x = 2616.000000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8226, x = 2622.700000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8227, x = 2629.400000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8228, x = 2636.100000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8229, x = 2642.800000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8230, x = 2659.000000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8231, x = 2665.700000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8232, x = 2672.400000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8233, x = 2679.100000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8234, x = 2685.800000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8235, x = 2692.500000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8236, x = 2699.200000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8237, x = 2652.300000, y = 638.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8238, x = 2652.300000, y = 645.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8239, x = 2659.000000, y = 652.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8240, x = 2665.700000, y = 652.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8241, x = 2672.400000, y = 652.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8242, x = 2679.100000, y = 652.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8243, x = 2685.800000, y = 652.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8244, x = 2692.500000, y = 652.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8245, x = 2699.200000, y = 659.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8246, x = 2699.200000, y = 666.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8247, x = 2699.200000, y = 673.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8248, x = 2652.300000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8249, x = 2659.000000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8250, x = 2665.700000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8251, x = 2672.400000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8252, x = 2679.100000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8253, x = 2685.800000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8254, x = 2692.500000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8255, x = 2765.100000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8256, x = 2771.800000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8257, x = 2778.500000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8258, x = 2785.200000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8259, x = 2791.900000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8260, x = 2798.600000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8261, x = 2805.300000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8262, x = 2812.000000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8263, x = 2765.100000, y = 638.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8264, x = 2765.100000, y = 645.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8265, x = 2765.100000, y = 652.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8266, x = 2785.200000, y = 652.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8267, x = 2765.100000, y = 659.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8268, x = 2785.200000, y = 659.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8269, x = 2791.900000, y = 659.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8270, x = 2798.600000, y = 659.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8271, x = 2805.300000, y = 659.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8272, x = 2812.000000, y = 659.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8273, x = 2765.100000, y = 666.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8274, x = 2812.000000, y = 666.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8275, x = 2765.100000, y = 673.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8276, x = 2812.000000, y = 673.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8277, x = 2765.100000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8278, x = 2771.800000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8279, x = 2778.500000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8280, x = 2785.200000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8281, x = 2791.900000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8282, x = 2798.600000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8283, x = 2805.300000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8284, x = 2812.000000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8285, x = 2821.500000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8286, x = 2828.200000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8287, x = 2834.900000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8288, x = 2841.600000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8289, x = 2848.300000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8290, x = 2855.000000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8291, x = 2861.700000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8292, x = 2821.500000, y = 638.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8293, x = 2868.400000, y = 638.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8294, x = 2821.500000, y = 645.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8295, x = 2868.400000, y = 645.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8296, x = 2821.500000, y = 652.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8297, x = 2828.200000, y = 652.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8298, x = 2834.900000, y = 652.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8299, x = 2841.600000, y = 652.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8300, x = 2848.300000, y = 652.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8301, x = 2855.000000, y = 652.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8302, x = 2861.700000, y = 652.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8303, x = 2821.500000, y = 659.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8304, x = 2848.300000, y = 659.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8305, x = 2821.500000, y = 666.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8306, x = 2855.000000, y = 666.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8307, x = 2821.500000, y = 673.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8308, x = 2861.700000, y = 673.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8309, x = 2821.500000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8310, x = 2868.400000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8311, x = 2884.600000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8312, x = 2891.300000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8313, x = 2898.000000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8314, x = 2904.700000, y = 631.800000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8315, x = 2877.900000, y = 638.700000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8316, x = 2877.900000, y = 645.600000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8317, x = 2877.900000, y = 652.500000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8318, x = 2877.900000, y = 659.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8319, x = 2884.600000, y = 659.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8320, x = 2891.300000, y = 659.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8321, x = 2898.000000, y = 659.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8322, x = 2904.700000, y = 659.400000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8323, x = 2877.900000, y = 666.300000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8324, x = 2877.900000, y = 673.200000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF
Criado retângulo: id = 8325, x = 2877.900000, y = 680.100000, w = 6.000000, h = 6.000000, stroke = #800080, fill = #FF00FF

[*] sel+
Retângulo de seleção: x = 5.000000, y = 176.533333, h = 171.533333, w = 581.633333, stroke = red
Selecionado: Retângulo id 1588, x = 11.700000, y = 180.200000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1589, x = 51.900000, y = 180.200000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1590, x = 11.700000, y = 187.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1591, x = 51.900000, y = 187.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1592, x = 11.700000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1593, x = 51.900000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1594, x = 11.700000, y = 200.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1595, x = 51.900000, y = 200.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1596, x = 11.700000, y = 207.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1597, x = 51.900000, y = 207.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1598, x = 11.700000, y = 214.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1599, x = 51.900000, y = 214.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1600, x = 5.000000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1601, x = 11.700000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1602, x = 18.400000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1603, x = 25.100000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1604, x = 31.800000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1605, x = 38.500000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1606, x = 45.200000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1615, x = 61.400000, y = 180.200000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1616, x = 108.300000, y = 180.200000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1617, x = 61.400000, y = 187.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1618, x = 61.400000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1619, x = 68.100000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1620, x = 74.800000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1621, x = 81.500000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1622, x = 61.400000, y = 200.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1623, x = 68.100000, y = 200.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1624, x = 74.800000, y = 200.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1625, x = 81.500000, y = 200.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1626, x = 61.400000, y = 207.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1627, x = 61.400000, y = 214.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1628, x = 108.300000, y = 214.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1629, x = 61.400000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1630, x = 68.100000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1631, x = 74.800000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1632, x = 81.500000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1633, x = 88.200000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1634, x = 94.900000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1635, x = 101.600000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1636, x = 108.300000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1641, x = 117.800000, y = 180.200000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1642, x = 124.500000, y = 180.200000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1643, x = 131.200000, y = 180.200000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1644, x = 158.000000, y = 180.200000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1645, x = 164.700000, y = 180.200000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1646, x = 117.800000, y = 187.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1647, x = 124.500000, y = 187.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1648, x = 131.200000, y = 187.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1649, x = 137.900000, y = 187.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1650, x = 158.000000, y = 187.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1651, x = 164.700000, y = 187.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1652, x = 117.800000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1653, x = 124.500000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1654, x = 137.900000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1655, x = 144.600000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1656, x = 158.000000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1657, x = 164.700000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1658, x = 117.800000, y = 200.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1659, x = 124.500000, y = 200.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1660, x = 144.600000, y = 200.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1661, x = 158.000000, y = 200.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1662, x = 164.700000, y = 200.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1663, x = 117.800000, y = 207.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1664, x = 124.500000, y = 207.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1665, x = 151.300000, y = 207.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1666, x = 158.000000, y = 207.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1667, x = 164.700000, y = 207.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1668, x = 117.800000, y = 214.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1669, x = 124.500000, y = 214.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1670, x = 151.300000, y = 214.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1671, x = 158.000000, y = 214.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1672, x = 164.700000, y = 214.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1673, x = 117.800000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1674, x = 124.500000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1675, x = 158.000000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1676, x = 164.700000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1685, x = 174.200000, y = 180.200000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1686, x = 194.300000, y = 180.200000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1687, x = 201.000000, y = 180.200000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1688, x = 221.100000, y = 180.200000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1689, x = 194.300000, y = 187.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1690, x = 201.000000, y = 187.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1691, x = 194.300000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1692, x = 201.000000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1693, x = 194.300000, y = 200.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1694, x = 201.000000, y = 200.900000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1695, x = 194.300000, y = 207.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1696, x = 201.000000, y = 207.800000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1697, x = 194.300000, y = 214.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1698, x = 201.000000, y = 214.700000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1699, x = 194.300000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1700, x = 201.000000, y = 221.600000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1708, x = 230.600000, y = 180.200000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1709, x = 277.500000, y = 180.200000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1710, x = 230.600000, y = 187.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1711, x = 277.500000, y = 187.100000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1712, x = 230.600000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1713, x = 237.300000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1714, x = 244.000000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1715, x = 250.700000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1716, x = 257.400000, y = 194.000000, height = 6.000000, width = 6.000000
Selecionado: Retângulo id 1717, x = 264.100000, y = 194.000000, height = 6.000000, width = 6.000000
